x,y
2635.0095385106742,10.77851039225732
2564.2551182724965,161.6111630710561
2493.5524039685392,302.6174083628653
2422.8082693755255,438.2041415329911
2352.1530929863516,563.5689054227328
2281.408205896017,681.6611736368092
2210.717399665789,790.7537962957454
2140.0212489916867,889.0642676405192
